-10	0	0
-10	0.1	0
-10	0.2	0
-10	0.3	0
-10	0.4	0
-10	0.5	0
-10	0.6	0
-10	0.7	0
-10	0.8	0
-10	0.9	0
-10	1	0
-10	1.1	0
-10	1.2	0
-10	1.3	0
-10	1.4	0
-10	1.5	0
-10	1.6	0
-10	1.7	0
-10	1.8	0
-10	1.9	0
-10	2	0
-10	2.1	0
-10	2.2	0
-10	2.3	0
-10	2.4	0
-10	2.5	0
-10	2.6	0
-10	2.7	0
-10	2.8	0
-10	2.9	4.38108e-05
-10	3	0
-10	3.1	0
-10	3.2	0
-10	3.3	3.56479e-05
-10	3.4	0
-10	3.5	0
-10	3.6	3.94991e-05
-10	3.7	0
-10	3.8	0
-10	3.9	2.24671e-05
-10	4	0
-10	4.1	0.000142396
-10	4.2	0.000255997
-10	4.3	0
-10	4.4	0
-10	4.5	0.000298582
-10	4.6	0.000558419
-10	4.7	0.000720617
-10	4.8	0
-10	4.9	0
-10	5	0
-10	5.1	0.000174825
-10	5.2	8.97448e-05
-10	5.3	0
-10	5.4	0.000251258
-10	5.5	8.02112e-05
-10	5.6	0.0010462
-10	5.7	0
-10	5.8	0
-10	5.9	0
-10	6	0.000237827
-10	6.1	0.00011743
-10	6.2	0.00106958
-10	6.3	0.000981759
-10	6.4	0.000429485
-10	6.5	0.000166083
-10	6.6	0.00148941
-10	6.7	0.000826671
-10	6.8	0.000908309
-10	6.9	0.000260039
-10	7	0.00326041
-10	7.1	0.00116684
-10	7.2	0.000537785
-10	7.3	0.00109353
-10	7.4	0.000601238
-10	7.5	0.00355336
-10	7.6	0.00123189
-10	7.7	0.00229109
-10	7.8	0.00130428
-10	7.9	0.00206859
-10	8	0.000642751
-10	8.1	0.00161468
-10	8.2	0.0035799
-10	8.3	0.00258667
-10	8.4	0.00185702
-10	8.5	0.00144413
-10	8.6	0.00389328
-10	8.7	0.00286553
-10	8.8	0.00400293
-10	8.9	0.00426448
-10	9	0.00431709
-10	9.1	0.00616313
-10	9.2	0.00875645
-10	9.3	0.0064419
-10	9.4	0.00782954
-10	9.5	0.00880518
-10	9.6	0.00878986
-10	9.7	0.00936559
-10	9.8	0.0101401
-10	9.9	0.0101492
-10	10	0.0132063
-10	10.1	0.00938284
-10	10.2	0.0118584
-10	10.3	0.0110977
-10	10.4	0.00938307
-10	10.5	0.0160745
-10	10.6	0.0176684
-10	10.7	0.0208903
-10	10.8	0.0166476
-10	10.9	0.0295086
-10	11	0.0234198
-10	11.1	0.027154
-10	11.2	0.0282412
-10	11.3	0.0341189
-10	11.4	0.0335271
-10	11.5	0.0362449
-10	11.6	0.0455413
-10	11.7	0.0384398
-10	11.8	0.0396736
-10	11.9	0.0451398
-10	12	0.0495283
-10	12.1	0.0483992
-10	12.2	0.0650721
-10	12.3	0.0559617
-10	12.4	0.0684164
-10	12.5	0.0774993
-10	12.6	0.0789341
-10	12.7	0.0789141
-10	12.8	0.0825984
-10	12.9	0.0834101
-10	13	0.109171
-10	13.1	0.101025
-10	13.2	0.111567
-10	13.3	0.12125
-10	13.4	0.123125
-10	13.5	0.129787
-10	13.6	0.138455
-10	13.7	0.15914
-10	13.8	0.17496
-10	13.9	0.165862
-10	14	0.167809
-10	14.1	0.173243
-10	14.2	0.191311
-10	14.3	0.198872
-10	14.4	0.216344
-10	14.5	0.22674
-10	14.6	0.250606
-10	14.7	0.243123
-10	14.8	0.249719
-10	14.9	0.273185
-10	15	0.288623
-9.9	0	0
-9.9	0.1	0
-9.9	0.2	0
-9.9	0.3	0
-9.9	0.4	0
-9.9	0.5	0
-9.9	0.6	0
-9.9	0.7	0
